"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","significance"
2.53883918542197e-27,0.812711340504511,0.406,0.202,6.75483553673368e-23,"SREBF2","Oligodendrocytes","Up in AUD"
2.68762937787914e-27,0.943942482965146,0.357,0.167,7.15070672278525e-23,"BDP1","Oligodendrocytes","Up in AUD"
2.95300419240839e-27,1.0795472325604,0.238,0.076,7.85676295432176e-23,"DYSF","Oligodendrocytes","Up in AUD"
3.05408089555387e-27,0.66563604391282,0.467,0.252,8.12568763071062e-23,"SCAPER","Oligodendrocytes","Up in AUD"
4.93879576463885e-27,1.21715026819771,0.233,0.076,1.31401600113981e-22,"WDR60","Oligodendrocytes","Up in AUD"
5.17946342594419e-27,0.976571776179336,0.306,0.128,1.37804803910671e-22,"SETX","Oligodendrocytes","Up in AUD"
5.33598674634374e-27,0.95574287761577,0.332,0.149,1.41969263373221e-22,"SLTM","Oligodendrocytes","Up in AUD"
6.54812285269746e-27,0.421840965631461,0.83,0.626,1.74219356618869e-22,"MAP4K4","Oligodendrocytes","Up in AUD"
9.3276618249006e-27,1.06689836818514,0.272,0.102,2.48171770513305e-22,"DDX46","Oligodendrocytes","Up in AUD"
1.12884805500262e-26,1.20046441852334,0.25,0.089,3.00341313513997e-22,"HPN-AS1","Oligodendrocytes","Up in AUD"
1.16795880269467e-26,0.680209932007757,0.426,0.22,3.10747119044945e-22,"C20orf194","Oligodendrocytes","Up in AUD"
1.31592191570252e-26,1.09152197015999,0.263,0.099,3.50114184891813e-22,"BAZ1B","Oligodendrocytes","Up in AUD"
1.67852735569639e-26,1.04745378767993,0.259,0.094,4.46588988256582e-22,"PDE7A","Oligodendrocytes","Up in AUD"
3.12761070258624e-26,0.876493322690518,0.29,0.114,8.32132103530096e-22,"GRIN2A","Oligodendrocytes","Up in AUD"
3.17664687555959e-26,1.21965183352543,0.245,0.087,8.45178667711386e-22,"SF3B1","Oligodendrocytes","Up in AUD"
3.56071025487868e-26,0.377380458921604,0.905,0.816,9.47362570413022e-22,"SIK3","Oligodendrocytes","Up in AUD"
3.58783738613446e-26,0.639601707946613,0.439,0.224,9.54580014954935e-22,"TECPR2","Oligodendrocytes","Up in AUD"
4.28361339729697e-26,0.888114293981436,0.279,0.109,1.13969818048483e-21,"BTBD8","Oligodendrocytes","Up in AUD"
4.47337980500324e-26,1.11029032819991,0.234,0.078,1.19018743091916e-21,"MEF2C","Oligodendrocytes","Up in AUD"
4.85347533779207e-26,0.777301763111283,0.309,0.13,1.29131564837296e-21,"ERC2","Oligodendrocytes","Up in AUD"
5.54875808434391e-26,0.622293673526225,0.485,0.268,1.47630257592054e-21,"ANKRD17","Oligodendrocytes","Up in AUD"
5.55302720941787e-26,0.98595102370081,0.293,0.119,1.47743841933772e-21,"ATP2B1","Oligodendrocytes","Up in AUD"
6.74455517699475e-26,1.18043849937757,0.211,0.062,1.79445635039122e-21,"RAPGEF3","Oligodendrocytes","Up in AUD"
6.77702277611334e-26,0.49996289232126,0.733,0.505,1.80309467981271e-21,"MACF1","Oligodendrocytes","Up in AUD"
9.26023203772291e-26,0.800984384089152,0.352,0.163,2.46377733595656e-21,"KAT6A","Oligodendrocytes","Up in AUD"
9.68511123889301e-26,0.921707594226289,0.281,0.111,2.57682069621987e-21,"SFSWAP","Oligodendrocytes","Up in AUD"
9.75310099219126e-26,-0.656220487036818,0.801,0.778,2.59491004998241e-21,"LSAMP","Oligodendrocytes","Up in Control"
1.11080077442026e-25,0.780894201541264,0.367,0.175,2.95539654042255e-21,"SETD2","Oligodendrocytes","Up in AUD"
1.1592007765831e-25,0.820701740850824,0.327,0.144,3.08416958617699e-21,"ZNF146","Oligodendrocytes","Up in AUD"
1.16879996429239e-25,0.799512561987032,0.309,0.133,3.10970918499633e-21,"ARID1A","Oligodendrocytes","Up in AUD"
1.17677249615194e-25,0.521633222412021,0.608,0.378,3.13092090326184e-21,"USP54","Oligodendrocytes","Up in AUD"
1.37693084388943e-25,0.997290932333453,0.286,0.117,3.66346220325223e-21,"EML2","Oligodendrocytes","Up in AUD"
2.52056708161648e-25,0.743941494056236,0.341,0.156,6.70622077734881e-21,"MAP2","Oligodendrocytes","Up in AUD"
2.58259297816282e-25,1.86497243169381,0.189,0.054,6.87124687769999e-21,"YWHAB","Oligodendrocytes","Up in AUD"
3.44818306002726e-25,0.865596487435958,0.31,0.136,9.17423584950852e-21,"PWWP2A","Oligodendrocytes","Up in AUD"
3.45241369316855e-25,0.683917637073399,0.411,0.214,9.18549187204425e-21,"PRKCB","Oligodendrocytes","Up in AUD"
3.58963506102924e-25,0.523901953354831,0.61,0.386,9.55058304337439e-21,"PSEN1","Oligodendrocytes","Up in AUD"
3.62765906325944e-25,0.925206528299669,0.269,0.104,9.65174970370805e-21,"LAMA2","Oligodendrocytes","Up in AUD"
3.63623739679517e-25,1.00455066702521,0.223,0.072,9.67457321791323e-21,"AC009120.2","Oligodendrocytes","Up in AUD"
3.73604609276593e-25,0.940622539128639,0.276,0.109,9.94012423441304e-21,"UPF3A","Oligodendrocytes","Up in AUD"
3.73863376084324e-25,0.539482203296731,0.519,0.288,9.94700898409951e-21,"DENND5A","Oligodendrocytes","Up in AUD"
4.07722522770625e-25,1.09131830004063,0.272,0.11,1.08478654408352e-20,"SSBP3","Oligodendrocytes","Up in AUD"
4.52818668568417e-25,1.2123739294214,0.228,0.079,1.20476934959313e-20,"PKNOX1","Oligodendrocytes","Up in AUD"
4.63688486881753e-25,0.748089400632434,0.307,0.13,1.23368958819759e-20,"LINC00342","Oligodendrocytes","Up in AUD"
5.56456210231586e-25,1.02642517789086,0.241,0.087,1.48050739294216e-20,"KMT5B","Oligodendrocytes","Up in AUD"
5.57232675446708e-25,0.533218693062495,0.531,0.304,1.48257325629351e-20,"MED13L","Oligodendrocytes","Up in AUD"
5.60758234305701e-25,1.19207285390089,0.218,0.071,1.49195335819375e-20,"AC139887.2","Oligodendrocytes","Up in AUD"
5.90441087548762e-25,0.839717793487657,0.356,0.167,1.57092755753224e-20,"LARGE1","Oligodendrocytes","Up in AUD"
6.97191712800256e-25,0.605042172708513,0.459,0.245,1.85494827107636e-20,"AKAP9","Oligodendrocytes","Up in AUD"
9.81705229152939e-25,0.748314774518124,0.347,0.164,2.61192493268431e-20,"NPC1","Oligodendrocytes","Up in AUD"
1.0131186316863e-24,0.472173445171254,0.689,0.46,2.69550343146458e-20,"EIF4G3","Oligodendrocytes","Up in AUD"
1.18736920460755e-24,0.736233113506807,0.271,0.105,3.15911450577884e-20,"SOX2","Oligodendrocytes","Up in AUD"
1.28952547989847e-24,1.02374189843445,0.226,0.077,3.43091149181787e-20,"CADPS","Oligodendrocytes","Up in AUD"
1.81760211643056e-24,0.85760724282016,0.324,0.151,4.83591219097514e-20,"SNX9","Oligodendrocytes","Up in AUD"
2.06180662786281e-24,0.648088391251999,0.435,0.235,5.48564271409178e-20,"ZNF280D","Oligodendrocytes","Up in AUD"
2.34441657170949e-24,0.937103423950456,0.259,0.099,6.23755473069027e-20,"DAB1","Oligodendrocytes","Up in AUD"
2.68976132311094e-24,0.72815555520375,0.368,0.186,7.15637897626898e-20,"GNB1","Oligodendrocytes","Up in AUD"
2.99236979548507e-24,0.784336038733459,0.426,0.231,7.96149907786757e-20,"HSP90AB1","Oligodendrocytes","Up in AUD"
3.15014095322444e-24,0.955386791044934,0.248,0.092,8.38126502014895e-20,"RAB11FIP3","Oligodendrocytes","Up in AUD"
3.18501594513594e-24,0.850644145766355,0.234,0.084,8.47405342362867e-20,"CDH12","Oligodendrocytes","Up in AUD"
3.52717922455864e-24,0.884144475667917,0.274,0.11,9.38441304486073e-20,"TMC7","Oligodendrocytes","Up in AUD"
4.02493003511616e-24,0.700462529532604,0.371,0.182,1.07087288514301e-19,"CIRBP","Oligodendrocytes","Up in AUD"
4.13322302386776e-24,0.912587917554134,0.27,0.108,1.09968531773026e-19,"LRP6","Oligodendrocytes","Up in AUD"
4.29905887864942e-24,1.53608999914475,0.167,0.04,1.14380760525347e-19,"AC012291.3","Oligodendrocytes","Up in AUD"
4.31406728208782e-24,1.55193453867088,0.177,0.047,1.14780074107229e-19,"STRBP","Oligodendrocytes","Up in AUD"
4.56300455657931e-24,0.517354002255763,0.469,0.257,1.21403299232349e-19,"KMT2E","Oligodendrocytes","Up in AUD"
4.98416614757461e-24,0.945302929632378,0.296,0.128,1.3260872452237e-19,"KALRN","Oligodendrocytes","Up in AUD"
5.01450180333306e-24,0.633083676163538,0.371,0.181,1.33415834979479e-19,"HNRNPA2B1","Oligodendrocytes","Up in AUD"
5.0909844121204e-24,1.25650141585462,0.221,0.076,1.35450731268875e-19,"PRPF38B","Oligodendrocytes","Up in AUD"
5.76002769809915e-24,0.634892589682209,0.431,0.23,1.53251296935626e-19,"SYNDIG1","Oligodendrocytes","Up in AUD"
6.72003773652371e-24,1.2219813578094,0.258,0.105,1.7879332401795e-19,"YWHAG","Oligodendrocytes","Up in AUD"
6.73842334615024e-24,1.35557164058127,0.196,0.06,1.79282491547673e-19,"GCC2","Oligodendrocytes","Up in AUD"
7.64533801246061e-24,0.574094595465914,0.485,0.276,2.03411863159527e-19,"USP32","Oligodendrocytes","Up in AUD"
8.1345882246113e-24,0.697228341661826,0.31,0.135,2.16428854304008e-19,"NDE1","Oligodendrocytes","Up in AUD"
8.32266043411242e-24,0.720617965089142,0.375,0.189,2.21432703509995e-19,"WDR20","Oligodendrocytes","Up in AUD"
9.3334111992325e-24,0.800801260142021,0.338,0.161,2.4832473836678e-19,"ERBB3","Oligodendrocytes","Up in AUD"
1.12167920324077e-23,0.567099556761158,0.448,0.245,2.9843396881424e-19,"TNRC6C","Oligodendrocytes","Up in AUD"
1.207842782253e-23,0.856999635785786,0.335,0.161,3.21358650646234e-19,"RBFOX2","Oligodendrocytes","Up in AUD"
1.26124328569705e-23,1.0060213128454,0.265,0.108,3.35566388592558e-19,"MAPK6","Oligodendrocytes","Up in AUD"
1.37500273085705e-23,0.521193794463364,0.53,0.307,3.65833226571827e-19,"KIDINS220","Oligodendrocytes","Up in AUD"
1.42325837501706e-23,0.467996006004381,0.532,0.31,3.78672123257038e-19,"RYBP","Oligodendrocytes","Up in AUD"
1.47582375899988e-23,-0.653391478782674,0.719,0.711,3.92657669319508e-19,"DLG1","Oligodendrocytes","Up in Control"
1.51943332839958e-23,0.862536319933318,0.289,0.125,4.04260431353993e-19,"USP33","Oligodendrocytes","Up in AUD"
1.55747120740429e-23,0.694709357738313,0.354,0.171,4.14380789441985e-19,"TUT4","Oligodendrocytes","Up in AUD"
1.64641400190341e-23,1.39067229194325,0.176,0.047,4.38044909346422e-19,"WIPF2","Oligodendrocytes","Up in AUD"
1.81912311505686e-23,1.24712265060524,0.189,0.055,4.83995895992029e-19,"FRY","Oligodendrocytes","Up in AUD"
2.04005059096527e-23,1.41686897331028,0.194,0.061,5.42775860232219e-19,"AL592183.1","Oligodendrocytes","Up in AUD"
2.11625424951777e-23,0.845563971279641,0.255,0.098,5.63050605626699e-19,"ACSS2","Oligodendrocytes","Up in AUD"
2.24273103457704e-23,0.635381032929877,0.442,0.242,5.96701019059566e-19,"PCM1","Oligodendrocytes","Up in AUD"
2.27640499711124e-23,1.25368689506296,0.206,0.069,6.05660313531416e-19,"SH3PXD2B","Oligodendrocytes","Up in AUD"
2.38735451451262e-23,0.686035497652108,0.376,0.19,6.35179542131229e-19,"SFPQ","Oligodendrocytes","Up in AUD"
2.45725681236232e-23,0.972395928110667,0.229,0.083,6.53777747497119e-19,"LURAP1L-AS1","Oligodendrocytes","Up in AUD"
2.63591899328534e-23,1.11742974937994,0.221,0.078,7.01312607353497e-19,"TCF25","Oligodendrocytes","Up in AUD"
2.7458702021869e-23,1.25682045459459,0.2,0.064,7.30566225993847e-19,"MEG8","Oligodendrocytes","Up in AUD"
3.4395417875918e-23,0.626380249262995,0.455,0.253,9.15124488006674e-19,"PHLDB1","Oligodendrocytes","Up in AUD"
3.63268332921527e-23,0.760218315470625,0.356,0.177,9.66511726571014e-19,"UBE2K","Oligodendrocytes","Up in AUD"
4.24128847958047e-23,-0.2996460910721,0.974,0.969,1.12843721287718e-18,"IL1RAPL1","Oligodendrocytes","Up in Control"
4.83620301647395e-23,-1.27050243012119,0.204,0.327,1.28672017456306e-18,"LINC01505","Oligodendrocytes","Up in Control"
4.93994656091985e-23,1.36988027147809,0.228,0.087,1.31432218199834e-18,"ATP6V0C","Oligodendrocytes","Up in AUD"
5.51233068221476e-23,0.61703911619703,0.358,0.175,1.46661070131006e-18,"CASTOR3","Oligodendrocytes","Up in AUD"
6.08389070726093e-23,0.616842833943095,0.4,0.206,1.61867996157384e-18,"ZNF292","Oligodendrocytes","Up in AUD"
6.1285797230652e-23,1.17759479820447,0.192,0.058,1.63056992111873e-18,"DENND2A","Oligodendrocytes","Up in AUD"
6.60484007727583e-23,-0.551532521016962,0.77,0.749,1.75728375096001e-18,"PTPRK","Oligodendrocytes","Up in Control"
7.35073342279685e-23,0.516553872284018,0.444,0.243,1.95573613446933e-18,"R3HDM2","Oligodendrocytes","Up in AUD"
7.48147544605757e-23,0.811566040550107,0.252,0.098,1.99052135717808e-18,"LDB2","Oligodendrocytes","Up in AUD"
8.17034039322604e-23,0.764861698134135,0.313,0.144,2.17380076502172e-18,"FOXO3","Oligodendrocytes","Up in AUD"
8.62913726860272e-23,-1.56569799169162,0.068,0.164,2.29586826168444e-18,"RHOB","Oligodendrocytes","Up in Control"
9.5881227651398e-23,0.607771089922801,0.439,0.245,2.5510159428931e-18,"TULP4","Oligodendrocytes","Up in AUD"
1.19324489343326e-22,0.804687891489793,0.288,0.126,3.17474736346854e-18,"DNMT3A","Oligodendrocytes","Up in AUD"
1.20446008107247e-22,1.01574926929001,0.254,0.103,3.20458649170141e-18,"NFIC","Oligodendrocytes","Up in AUD"
1.44168046947683e-22,1.32503078583385,0.173,0.047,3.83573505709006e-18,"ZNF385B","Oligodendrocytes","Up in AUD"
1.53279845885872e-22,0.85907992872355,0.272,0.116,4.0781635796395e-18,"TP53TG5","Oligodendrocytes","Up in AUD"
1.69721011024426e-22,0.997059801690138,0.251,0.101,4.51559721931587e-18,"LENG8","Oligodendrocytes","Up in AUD"
1.81660069813319e-22,1.2221609199992,0.209,0.072,4.83324781745316e-18,"KCNQ3","Oligodendrocytes","Up in AUD"
2.03432235219001e-22,0.400499643534173,0.673,0.452,5.41251805023674e-18,"JMJD1C","Oligodendrocytes","Up in AUD"
2.05249998422588e-22,0.506705760761003,0.508,0.299,5.46088145803138e-18,"UTY","Oligodendrocytes","Up in AUD"
2.23192789232663e-22,1.14692635015985,0.225,0.085,5.93826735032423e-18,"TCF20","Oligodendrocytes","Up in AUD"
2.32716546632281e-22,1.48420447564703,0.191,0.062,6.19165643969847e-18,"CCPG1","Oligodendrocytes","Up in AUD"
2.86228240003578e-22,0.513649942354975,0.556,0.346,7.6153885535352e-18,"PHACTR3","Oligodendrocytes","Up in AUD"
3.45340655392025e-22,0.584443592087849,0.146,0.032,9.1881334773602e-18,"GRIK1","Oligodendrocytes","Up in AUD"
3.83442402292041e-22,0.897597518786775,0.3,0.142,1.0201868555382e-17,"MGA","Oligodendrocytes","Up in AUD"
3.86867843136803e-22,0.574135682473166,0.383,0.196,1.02930058344978e-17,"CUEDC1","Oligodendrocytes","Up in AUD"
4.25206278390537e-22,1.09005332921304,0.21,0.074,1.13130382428586e-17,"PNN","Oligodendrocytes","Up in AUD"
4.29861331235817e-22,1.29709055468127,0.206,0.072,1.14368905788602e-17,"CLSTN1","Oligodendrocytes","Up in AUD"
5.21179697695201e-22,1.17667679636382,0.216,0.079,1.38665070368785e-17,"KIAA0319L","Oligodendrocytes","Up in AUD"
5.40981786562129e-22,0.532966843927443,0.46,0.26,1.4393361413272e-17,"STAG1","Oligodendrocytes","Up in AUD"
5.60012270394249e-22,0.428523722682864,0.623,0.409,1.48996864661094e-17,"RFFL","Oligodendrocytes","Up in AUD"
5.60858199390761e-22,0.76010944599973,0.317,0.15,1.49221932529906e-17,"PHF3","Oligodendrocytes","Up in AUD"
5.99244286021472e-22,0.749398934544027,0.324,0.156,1.59434934738873e-17,"CAMSAP2","Oligodendrocytes","Up in AUD"
6.12473003478908e-22,0.532421836601507,0.333,0.158,1.62954567305598e-17,"PRKCE","Oligodendrocytes","Up in AUD"
6.29784576588885e-22,0.677074133201584,0.312,0.144,1.67560484447239e-17,"EHMT1","Oligodendrocytes","Up in AUD"
6.38620422819983e-22,0.565363121148489,0.51,0.308,1.69911349695485e-17,"SEMA4D","Oligodendrocytes","Up in AUD"
6.53893599608193e-22,1.02754135146558,0.231,0.089,1.73974931111756e-17,"AC007566.1","Oligodendrocytes","Up in AUD"
6.6902236728905e-22,0.773503319460914,0.287,0.127,1.78000091040925e-17,"CREBBP","Oligodendrocytes","Up in AUD"
7.77954258409099e-22,-2.42557319003852,0.038,0.11,2.06982509992325e-17,"LINC01949","Oligodendrocytes","Up in Control"
8.213742397945e-22,0.890653049162502,0.247,0.101,2.18534830239725e-17,"RILPL1","Oligodendrocytes","Up in AUD"
8.71280612356422e-22,-0.388495302950307,0.92,0.916,2.3181291972355e-17,"PDE4B","Oligodendrocytes","Up in Control"
8.96971447626172e-22,1.11103219476789,0.21,0.074,2.38648223355419e-17,"RAC1","Oligodendrocytes","Up in AUD"
8.98135773344579e-22,0.641943082416976,0.429,0.24,2.38958003856059e-17,"IGF1R","Oligodendrocytes","Up in AUD"
9.20492761846302e-22,0.567737498334151,0.488,0.288,2.44906304216827e-17,"HMGB1","Oligodendrocytes","Up in AUD"
9.27853365081301e-22,1.42182520472113,0.176,0.052,2.46864666313531e-17,"NPTN","Oligodendrocytes","Up in AUD"
9.41103056359443e-22,-0.822283160280099,0.545,0.583,2.50389879174993e-17,"CACNA2D1","Oligodendrocytes","Up in Control"
9.67851832883007e-22,1.02082106177666,0.264,0.116,2.57506658656853e-17,"CPLANE1","Oligodendrocytes","Up in AUD"
1.05916920056259e-21,0.446444243408775,0.619,0.4,2.81802557501684e-17,"MYO6","Oligodendrocytes","Up in AUD"
1.07419346545858e-21,0.920492511424206,0.263,0.113,2.8579991341991e-17,"CLK1","Oligodendrocytes","Up in AUD"
1.13397806660621e-21,0.684041771216745,0.31,0.145,3.01706204401249e-17,"PPP2R3A","Oligodendrocytes","Up in AUD"
1.17885530643355e-21,0.773174448348454,0.233,0.089,3.13646242829709e-17,"TAFA2","Oligodendrocytes","Up in AUD"
1.28739866518479e-21,1.26360988966416,0.18,0.056,3.42525288859064e-17,"GRIP1","Oligodendrocytes","Up in AUD"
1.42483585267935e-21,0.849065023580945,0.268,0.117,3.79091826963867e-17,"PTPN13","Oligodendrocytes","Up in AUD"
1.48404636915681e-21,1.85599905982387,0.137,0.029,3.94845376977861e-17,"SPATS2","Oligodendrocytes","Up in AUD"
1.72050690253194e-21,1.43492277643935,0.184,0.059,4.57758066487649e-17,"YY1AP1","Oligodendrocytes","Up in AUD"
1.81686941457722e-21,0.493307987891152,0.5,0.3,4.83396276442415e-17,"ELF2","Oligodendrocytes","Up in AUD"
1.82480724340458e-21,1.64051885726005,0.168,0.048,4.85508215180222e-17,"CAMK2A","Oligodendrocytes","Up in AUD"
1.85809561779218e-21,0.64573914780618,0.319,0.154,4.94364920069788e-17,"CALD1","Oligodendrocytes","Up in AUD"
1.88216391208276e-21,0.616178666942629,0.406,0.222,5.0076853044874e-17,"ARHGAP35","Oligodendrocytes","Up in AUD"
1.94814218346344e-21,0.583428422587735,0.406,0.222,5.18322709332283e-17,"ZNF532","Oligodendrocytes","Up in AUD"
2.06921132017582e-21,1.51466917910417,0.159,0.042,5.50534363845978e-17,"OFD1","Oligodendrocytes","Up in AUD"
2.28748706962476e-21,1.46763186182304,0.161,0.044,6.08608809744363e-17,"LMF1","Oligodendrocytes","Up in AUD"
2.35889421191878e-21,1.48019448283944,0.166,0.047,6.27607394023109e-17,"GGNBP2","Oligodendrocytes","Up in AUD"
2.44220141845586e-21,0.72256117651422,0.3,0.14,6.49772109394367e-17,"SETD5","Oligodendrocytes","Up in AUD"
3.31155844908599e-21,0.983992520501812,0.201,0.068,8.8107324096382e-17,"ATP8A2","Oligodendrocytes","Up in AUD"
3.6175002414968e-21,0.632758020768941,0.368,0.19,9.62472114252639e-17,"PREX1","Oligodendrocytes","Up in AUD"
3.73519734586426e-21,0.60564279498917,0.388,0.207,9.93786605840645e-17,"RUFY2","Oligodendrocytes","Up in AUD"
3.75521566283105e-21,0.575230240172457,0.378,0.196,9.9911267925283e-17,"ZC3H13","Oligodendrocytes","Up in AUD"
3.9321950013175e-21,0.399816397051973,0.769,0.591,1.04619980205053e-16,"SH3GL3","Oligodendrocytes","Up in AUD"
4.62168048847684e-21,1.38453647755002,0.183,0.06,1.22964431076415e-16,"STXBP1","Oligodendrocytes","Up in AUD"
4.75430935960251e-21,0.982502446569058,0.216,0.08,1.26493154821584e-16,"GRIN2B","Oligodendrocytes","Up in AUD"
4.89619110595652e-21,1.35138051888107,0.174,0.053,1.30268060565079e-16,"EFNA5","Oligodendrocytes","Up in AUD"
4.9833167434378e-21,0.673367397867545,0.294,0.134,1.32586125275906e-16,"FXR1","Oligodendrocytes","Up in AUD"
5.23449612795936e-21,0.91108138539027,0.196,0.065,1.39269003980487e-16,"SLC4A10","Oligodendrocytes","Up in AUD"
5.58327492248633e-21,1.31247011103999,0.187,0.062,1.48548612587671e-16,"GRIN1","Oligodendrocytes","Up in AUD"
5.73129048547282e-21,0.694146503741111,0.264,0.112,1.5248671465649e-16,"KCNMA1","Oligodendrocytes","Up in AUD"
5.77098645941097e-21,0.475159177052956,0.528,0.312,1.53542865739088e-16,"TTC3","Oligodendrocytes","Up in AUD"
6.31458032593236e-21,0.540370929320608,0.504,0.304,1.68005724151756e-16,"CAMTA1","Oligodendrocytes","Up in AUD"
6.98622816105738e-21,1.14075362519858,0.174,0.053,1.85875586453093e-16,"HNRNPM","Oligodendrocytes","Up in AUD"
8.5982811760079e-21,0.808242652264938,0.305,0.147,2.28765868968866e-16,"RSRP1","Oligodendrocytes","Up in AUD"
8.88515505583296e-21,0.975331558898108,0.219,0.084,2.36398435415492e-16,"CUL3","Oligodendrocytes","Up in AUD"
1.03337896917705e-20,1.10419738036758,0.193,0.066,2.74940808539247e-16,"RRBP1","Oligodendrocytes","Up in AUD"
1.09218022693756e-20,1.15675445472081,0.205,0.076,2.90585471179007e-16,"ZNF83","Oligodendrocytes","Up in AUD"
1.10732852881247e-20,0.755019041573749,0.291,0.134,2.94615828375846e-16,"ARHGAP32","Oligodendrocytes","Up in AUD"
1.1664523181178e-20,2.20430755796912,0.116,0.019,3.10346303758421e-16,"ERGIC3","Oligodendrocytes","Up in AUD"
1.21091099927626e-20,-1.46080675586266,0.188,0.296,3.22174980467441e-16,"MAML2","Oligodendrocytes","Up in Control"
1.27005661263813e-20,0.651719205268148,0.337,0.17,3.37911262358502e-16,"WAC","Oligodendrocytes","Up in AUD"
